"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10"
"Honolulu, HI",54,479000,474000,450000,450000,459000,459900,460000,499000,475000,449000,409000,398000,399000,373000,398950,404850,425000,425000,439000,455000,450000,449900,430900,431250,433950,429900,439000,445000,438762,415000,410000,410000,399900,398000,450000,450000,459000,474900,460000,470000,475000,455000,490000,499000,499000,495000,499000,504450,499000,504950,5e+05,5e+05,510000,5e+05,505000,519750,519500,506680,520000,529000,545000,549831,546500,539400,550000,560000,565000,579000,577400,585000,588000,590000,590000,535000,590000,598000,599000,625000,627475,625000,630000,625000,629000,635000,630000,620000,625000,639000,640000,648000,630000,630000,630000,628440
"Tulsa, OK",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141735,140000,145000,145950,149500,149900,150000,149900,149900,149900,150000,148500,149900,147704,149900,150000,152086,156900,157275,159000,160000,163900,161577.5,159900,159500,164706,164900,164900,164900,168000,167900,166142,165000,166750,166000,165000,165000,169900,165000,168900,170000,174900,175000,175786,175000,174900,175000,175000,174900,172000,174900,179500,185000,189900,194904.5,192999,193500,189900,189900
"Fresno, CA",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235000,230000,229900,235950,239000,239900,240725,245700,249000,249700,249250,240000,235000,235000,239900,247700,249900,250000,259000,264900,265000,265000,259900,254811,250000,250000,249900,250000,253950,254900,259950,261000,267900,265000,264900,262999,258900,259000,252808.5,257000,260000,274450,279900,279900,287700,285000,285000,289925
"Worcester, MA",57,217926,229900,229000,229900,229000,225000,222000,223950,228000,225000,224900,218900,215000,219500,219858,219900,221700,224900,222900,219900,217500,209900,195000,189900,190000,185000,189900,199000,199900,199900,199000,195000,194900,199000,224900,219900,219900,219900,229000,235000,239900,240000,239900,235000,235000,229900,229900,225000,219900,229900,234000,239900,243000,243000,239900,239900,239900,239900,235000,234900,234900,229900,237900,239950,249900,249900,248000,244900,247500,244900,239900,235000,234900,235000,249000,249900,259900,259900,256500,250000,250000,249900,249900,249900,244900,249900,260000,274000,279000,280000,279900,275000,275000,270000
"Bridgeport, CT",58,,,479900,479900,489900,488000,479900,474900,479900,479900,479000,450000,459900,458000,459000,469900,475000,475000,468000,450000,449000,449000,444900,439000,435000,449000,455000,469700,479000,479000,452900,439900,460000,460000,469900,460000,460000,495000,499000,499000,509000,509900,499950,489900,499000,499000,485000,479900,475000,495000,520497.5,539000,530000,525000,499900,498500,489900,485000,475000,465000,469000,489900,5e+05,499900,517000,519000,509900,499000,5e+05,499995,499000,491343.5,495000,515000,525000,535000,530000,544000,539000,520000,525000,519900,525000,499000,498500,534900,549000,557900,559000,555000,549500,519900,549900,550000
"Albuquerque, NM",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183000,180000,185000,187500,190000,196750,199550,199000,197060,195000,195000,190000,189900,189000,189900,194900,197500,199900,199900,199500,199900,199675,198000,198000,194700,192000,192500,198000,199900,205000,209000,209000,208000,205000,200850,199900,2e+05,2e+05,2e+05,210000,213950,218700,221900,220000,220000,220000,224250,210000,209999.5,209000,210000,214900,219900,224500,225000,225000,224900,224900,219900
"Albany, NY",60,224900,225000,227000,225000,225000,220000,219900,219500,224900,220000,224900,219900,219900,223500,224900,224900,219900,219000,215000,209000,207000,205000,209500,204900,209900,214000,219500,225000,225000,222950,219900,219000,210000,209999,219900,219900,219900,221900,223438.5,225000,225000,225000,224900,224900,219900,219000,216888,216694,219000,219900,219900,224000,224900,224900,219900,219000,219500,215000,215900,209000,215000,219900,224800,229000,227600,225000,224900,219900,219000,215250,214900,214900,215000,210000,214900,219250,219900,220000,221500,215000,219000,219000,219000,214900,215000,223814,224900,227000,234900,239900,239900,239000,239844,239900
"Omaha, NE",61,137500,139900,139900,139000,139900,139900,139900,139900,140000,139950,139500,135000,134500,134500,136000,138000,139900,139900,139500,138900,137000,135000,130000,129000,127500,129900,134950,136000,137500,134925,134900,130000,129999,130000,135000,134900,134900,135900,140000,144950,149000,147000,145000,145000,144900,144900,139900,139000,139000,142800,145500,150000,158000,159900,159900,159900,158000,155000,150000,149900,150000,158000,165000,175000,189000,180000,175000,174240,170000,168500,169900,170000,169900,175500,185000,192900,192000,189000,189900,184900,184900,182250,179999.5,180000,180000,193000,2e+05,210000,218950,215000,215000,210000,215000,215000
"New Haven, CT",62,,,229000,229000,229000,229000,224900,227950,229900,229900,229000,219900,219900,219900,224900,229900,234900,234900,229900,229797,225000,219900,215000,209900,209000,214900,218000,224900,224900,220000,219700,218950,219000,214900,215000,209900,205000,216000,224900,229900,235900,239900,235000,229900,229900,229000,222900,219900,214900,219900,228700,238000,239900,239900,239900,234900,229900,234900,225000,220000,220250,220000,225000,229900,239000,239900,239900,235000,235000,232000,229900,229000,227000,229000,234420,239900,240000,240000,242700,239000,239000,239000,239000,229900,229900,232900,237700,249000,249900,249900,249900,249900,249900,249000
"Bakersfield, CA",63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198750,189999,189900,194500,2e+05,210000,215000,219900,220000,219900,215000,208450,2e+05,190000,199900,215000,220000,225000,232000,230000,230000,230000,230000,230000,229900,227945,225000,224500,229000,232995,234000,239900,236700,234000,230000,229000,225000,229000,220000,223700,230000,236999.5,240000,244950,249000,245000,240000,239500
"Knoxville, TN",64,169900,169900,169900,169900,169900,169900,169000,169900,172900,169900,169900,168500,165000,164900,165900,169000,169900,168999,168900,165000,160400,159900,154900,149900,149900,149900,149900,154900,153000,152500,149900,148900,148000,149900,159000,154900,154000,159500,159900,165000,169000,169900,169900,168000,169900,169900,165000,165000,164900,165000,169900,170000,174900,174900,175000,175500,174900,174900,174900,174900,172900,174900,178000,179900,190000,192500,194900,189999,193900,193500,190000,189900,189000,185175,189900,194900,199900,199600,199900,199900,199900,199900,199900,199900,199900,199900,209900,217950,219900,219900,224850,224900,220000,224900
"Greenville, SC",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159900,160000,164900,166300,169900,169900,174900,174900,175000,175907.5,175000,175000,175000,175000,182500,184900,185900,189000,189900,189838.5,189000,188990,185000,189000,187000,185000,189900,189900,195000,198900,198000,219000,205000,219000,210000,210500,213995,205692,215838.5,219900,225000,225000,229900,225990,220000,224000,224900,230320,229900,224900,229500,239900,248000,245000,249900,249900,245990,249900,249900
"Oxnard, CA",66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530000,535000,530000,558500,535000,549888,569000,569974.5,574900,562000,560000,555000,549900,529000,550000,549900,559900,587500,599999,599990,610000,605000,605000,599950,599000,599000,589999.5,599000,599900,615000,625000,629000,615000,615775,612000,614900,619900,604500,608975,619990,628690.5,639994.5,649000,629900,639000,646215,649810.5,649900
"Allentown, PA",67,182900,185000,189900,189900,184999,179900,179000,179900,179000,174900,173900,169000,164900,169900,169900,174900,175000,179000,175000,175000,173950,169900,169000,164900,164900,165000,165000,165900,164900,159900,159900,159440,154900,149900,173600,169900,169000,169900,174900,179000,180000,185000,180000,179900,179900,179900,175000,175000,174900,175000,179700,183500,188500,189900,189500,189000,184900,179900,179900,179000,179000,179900,189000,192900,199900,198500,195000,189900,189900,185000,185000,179900,179900,180000,189000,192477.5,196900,199000,199500,190000,191000,192700,189900,189900,185900,189900,199000,2e+05,209900,214900,212000,214500,219900,212000
"El Paso, TX",68,139950,140000,139800,140000,142950,144694,144900,143000,142950,141900,141000,141000,140000,139500,142000,145000,149900,151450,149950,150000,149900,145994.5,142950,142000,144450,143000,146525,150000,149900,149900,149800,146950,145450,145000,147450,147076,145950,146950,148450,148555,149900,149950,150000,150000,153450,151155,150000,152650,155000,155000,155000,158950,159450,156350,154999,155000,153450,150000,149950,150450,153900,151950,152822.5,154900,156450,155000,156450,155450,156950,156225,157000,156950,156950,156950,157000,158000,159500,157950,157950,157950,158900,159000,159150,158000,158000,158500,159900,159900,160000,161950,161500,161450,161950,163000
"Baton Rouge, LA",69,188700,188900,186000,189850,189900,189900,188000,187500,187900,183000,179000,175900,168000,162800,165000,168500,169900,169900,169900,169000,169500,167000,159900,159900,159900,159999.5,162600,160000,161100,161500,163900,157900,153900,155500,164900,164500,165600,164900,169900,169900,170000,171750,170000,170000,174000,171000,169900,169900,167000,170000,170900,176900,179900,179900,179900,189350,189900,189900,189900,188850,189900,192500,194000,195800,194900,197450,197000,197830,199500,198000,198000,199000,199900,207000,210000,213000,210000,210000,209900,208500,210000,205000,209900,210000,208900,209900,214900,216500,215000,210900,215000,214000,215000,218875
"Dayton, OH",70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109900,109500,105000,109600,114900,119000,118000,119900,119000,118000,116000,114900,109100,99999,107500,109900,114900,117800,119000,118900,117250,115000,114900,110000,109900,105000,109800,109900,117999,119900,124900,124900,124900,123900,122900,120000,119900,115900,118000,116950,124900,127500,130000,137500,137900,135000,134900,134900
"Edinburg, TX",71,120000,125000,124999.5,127000,119900,120000,124900,126000,145000,143000,140000,132900,135000,135000,139900,139900,140000,139900,136900,138000,134447.5,129900,129000,119900,125000,119500,119500,120400,117500,115000,117000,119900,117000,125000,146800,139900,145000,148700,149500,150000,150000,154825,154900,150000,152000,150000,149900,150000,149900,149925,155000,159000,159500,159900,159650,156000,158900,159000,158000,154900,155000,159900,159650,164950,169000,169900,170950,175000,175000,169996,173000,170000,169900,172000,175000,175000,178500,179000,179800,174500,173000,170000,170000,174980,175000,174900,175000,175000,176900,178000,179900,180000,181045,183000
"Columbia, SC",72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149990,152000,155000,157900,159900,159900,159900,162691.5,163900,160000,160000,159990,159900,162500,165000,165500,164990,165000,167000,164999,164000,161000,165000,162000,164000,164900,164900,169700,169700,169000,169482.5,169500,169899,169900,169900,175000,175000,174990,175000,179700,179900,179999,179900,177900,176950,174900,177900,179961.5,179900,181900,185913,187900,188789,189900,189900,189900,195743,198000
"Akron, OH",73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119900,119900,117900,119900,121900,124900,128362.5,129900,128500,125000,123700,124500,118900,114950,114900,120000,120000,124900,125000,129900,129900,129000,125900,124900,124500,120000,120000,119900,124900,129900,132500,134900,134900,129900,129900,129900,129900,127625,127625,134000,138900,139900,145000,149000,148250,144900,142900,144250
"Bradenton, FL",74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240000,249900,249000,249999,257329.5,259900,255000,239000,262900,268945,269900,275000,269900,275000,279000,288995,279000,274900,279900,285000,285900,298945,294857.5,294900,299900,299900,295000,295000,299900,299900,3e+05,299900,299900,299900,3e+05,309900,315000,319000,327358,329000,327500,329900,332250,334900,329000,325000,328999,325000
"Little Rock, AR",75,149500,149900,147500,145000,147500,149900,149900,146950,149700,149000,148500,145000,139900,139900,142000,147900,149740.5,154500,152250,154900,149900,153500,150000,150000,159000,159600,159900,154900,154500,149900,149900,149900,147500,147500,154900,154000,152900,154900,155000,159000,157900,157500,154900,154000,154900,154900,151000,149999,149850,149900,150000,153000,153900,155900,159012,159500,157250,157000,157000,155000,155500,155500,159000,159900,167500,167500,164900,159900,155000,157500,155000,154550,154900,155000,159000,159900,163449.5,162900,161500,160000,159900,158000,155500,155000,154000,156000,159850,164500,163950,167500,169500,169000,169567.5,169000
"Stockton, CA",76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245000,259000,273000,285000,299000,299000,299888,295000,299700,298950,279900,269000,275000,289950,295000,299000,315000,324900,326000,325000,325000,325000,328450,329000,324900,320990,324000,339900,347250,349950,349950,349000,349900,349000,345000,340000,339000,349000,349950,350000,350000,350000,359000,359000,359000,359690
"Charleston, SC",77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266445,265000,259000,264970,257000,265000,268750,269900,264937.5,269000,274900,274990,264900,264990,261990,266990,275000,269900,275000,279000,275000,275000,277990,279900,281990,279990,285000,287970,289000,290900,294995,299000,299000,299000,302467.5,303470,298002.5,297995,299000,299000,309900,315000,319990,317000,315000,315000,319345,319000
"Syracuse, NY",78,144900,148900,149900,149900,154900,154900,149900,147500,144900,139900,139900,143700,140000,149000,147900,147500,149500,149900,149900,149900,148000,144900,147000,144900,142900,144000,144900,148900,144500,142000,139900,139900,139900,139950,144950,144500,139900,142500,147000,149900,149900,149900,149900,149900,149900,149900,149900,149900,149900,154900,158900,159900,162499.5,159990,154900,149900,149900,149900,145000,139900,144900,146000,147700,149000,148500,145900,144900,144900,139900,139900,139000,133500,134900,134900,134900,139900,144900,145000,144000,139900,139900,134900,130000,131200,132000,129900,134900,139900,140000,144900,144900,144250,139900,139900
"Colorado Springs, CO",79,215000,215000,211000,214900,214900,214995,214900,215000,219900,204900,195000,189250,184900,179900,179900,180000,189900,194900,199900,197100,189900,184500,175000,169900,169900,167500,169900,175000,179900,179900,181900,185000,185000,189900,215000,214900,218000,219900,224900,229500,229900,230900,229900,235000,235000,229000,231204.5,230000,234500,236100,239900,249900,258500,259972.5,259900,259900,255900,253900,249900,250000,259900,259000,261997.5,269800,274900,274900,269900,269000,269900,267900,269900,269900,274900,270000,280000,285000,289000,288000,280000,280000,278997.5,279000,279995,285000,289900,295900,299900,302250,315033,321375,324900,320000,325000,325000
"Winston-Salem, NC",80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144900,144900,144900,147900,149900,149900,149900,149900,150000,154600,151000,149900,149900,149900,154900,156900,159900,159900,161900,160000,159000,157750,154990,154930,152490,154900,157900,155000,158900,164200,164550,164900,164900,159900,159000,160490,163000,163287.5,159900,164900,169650,169900,169900,169500,168000,167535,165000,166400,168900,169500,170000,178490,179900,184900,185000,181950,179900,179990,179900
"Wichita, KS",81,135000,135000,137900,137250,137900,137900,134900,134900,133500,129900,127900,124000,120000,121900,124900,124900,128900,129900,129900,129900,129000,125604,123900,119900,119900,119900,119900,122500,124250,124900,124900,124900,120000,122500,129900,125000,125900,129000,129950,132000,132500,132050,129900,129900,129900,129900,129900,129900,130000,132500,134900,139900,140000,139900,139900,139900,138000,135000,134900,134900,134900,139900,140000,144900,147500,147900,145000,143900,142500,142500,139900,139900,139900,139900,144900,149500,149000,149900,149900,147500,147900,145000,147434,146700,149900,149900,149900,159900,164900,163000,159900,160000,159000,154900
